latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-6.953,23.75,319,4.5,1.9,2020-06-01,1245,A,68,6.0NRT,289.6,112.1,D
-8.172,16.017,313.6,1.2,1.1,2020-06-01,1245,A,55,6.0NRT,299.3,8,D
-8.191,15.894,317.3,1.1,1.1,2020-06-01,1245,A,66,6.0NRT,301.3,8.8,D
-8.207,15.782,325.3,1.1,1.1,2020-06-01,1245,A,78,6.0NRT,304.8,14.7,D
-8.209,15.772,340.3,1.1,1.1,2020-06-01,1245,A,90,6.0NRT,306.7,39.6,D
-7.453,20.514,317.3,2.4,1.5,2020-06-01,1245,A,66,6.0NRT,296.7,28.7,D
-7.457,20.492,322.4,2.4,1.5,2020-06-01,1245,A,76,6.0NRT,296.3,48.7,D
-7.862,17.933,326.5,1.5,1.2,2020-06-01,1245,A,79,6.0NRT,300.9,32.2,D
-7.864,17.919,326.2,1.5,1.2,2020-06-01,1245,A,79,6.0NRT,297.5,31.7,D
-7.971,17.224,322.7,1.4,1.2,2020-06-01,1245,A,74,6.0NRT,305,15.6,D
-7.972,17.212,321.3,1.4,1.2,2020-06-01,1245,A,66,6.0NRT,301.5,14.3,D
-8.001,16.959,353.7,1.3,1.1,2020-06-01,1245,A,97,6.0NRT,303.1,92.9,D
-8.002,16.947,330.8,1.3,1.1,2020-06-01,1245,A,83,6.0NRT,304.7,32.7,D
-8.134,16.075,311.8,1.2,1.1,2020-06-01,1245,A,42,6.0NRT,298.7,6.3,D
-7.158,22.13,316,3.3,1.7,2020-06-01,1245,A,67,6.0NRT,295,41.3,D
-7.161,22.123,315.2,3.3,1.7,2020-06-01,1245,A,66,6.0NRT,295.4,36.6,D
-7.335,21.028,334.7,2.7,1.6,2020-06-01,1245,A,82,6.0NRT,293.8,123,D
-7.979,16.83,312.5,1.3,1.1,2020-06-01,1245,A,42,6.0NRT,299.4,7.5,D
-8.044,16.326,313.2,1.2,1.1,2020-06-01,1245,A,49,6.0NRT,300.1,7.4,D
-7.158,21.943,314.8,3.2,1.7,2020-06-01,1245,A,52,6.0NRT,292.2,39.4,D
-8.102,15.863,314.4,1.1,1.1,2020-06-01,1245,A,48,6.0NRT,300.3,6,D
-7.964,16.722,326.9,1.3,1.1,2020-06-01,1245,A,79,6.0NRT,302.3,26.1,D
-8.398,13.771,316.1,1,1,2020-06-01,1245,A,66,6.0NRT,302.5,5.5,D
-7.784,17.831,313.2,1.5,1.2,2020-06-01,1245,A,27,6.0NRT,295.9,8.8,D
-7.765,17.884,355.5,1.5,1.2,2020-06-01,1245,A,98,6.0NRT,296.1,126.5,D
-7.767,17.87,318.5,1.5,1.2,2020-06-01,1245,A,53,6.0NRT,295.5,18.7,D
-7.239,21.088,324.6,2.7,1.6,2020-06-01,1245,A,79,6.0NRT,295.9,58.8,D
-7.337,20.488,323.2,2.4,1.5,2020-06-01,1245,A,70,6.0NRT,294.8,56.4,D
-8.063,15.868,361.9,1.1,1.1,2020-06-01,1245,A,100,6.0NRT,300.2,100.5,D
-8.064,15.858,338.2,1.1,1.1,2020-06-01,1245,A,88,6.0NRT,301.4,39.1,D
-8.074,15.797,318.7,1.1,1.1,2020-06-01,1245,A,69,6.0NRT,300.5,11.6,D
-8.103,15.536,359.1,1.1,1,2020-06-01,1245,A,99,6.0NRT,304.8,82.4,D
-8.104,15.526,331.4,1.1,1,2020-06-01,1245,A,84,6.0NRT,303.2,22.1,D
-7.758,17.718,343,1.5,1.2,2020-06-01,1245,A,91,6.0NRT,299.8,71.3,D
-7.76,17.704,347,1.5,1.2,2020-06-01,1245,A,94,6.0NRT,299.1,84.7,D
-7.344,20.483,330.5,2.4,1.5,2020-06-01,1245,A,83,6.0NRT,295.9,88.6,D
-7.347,20.461,325.1,2.4,1.5,2020-06-01,1245,A,76,6.0NRT,291.8,65.3,D
-7.236,21.082,321.8,2.7,1.6,2020-06-01,1245,A,76,6.0NRT,295,48,D
-7.727,17.9,316.3,1.5,1.2,2020-06-01,1245,A,31,6.0NRT,299.4,10,D
-7.756,17.711,360.7,1.5,1.2,2020-06-01,1245,A,100,6.0NRT,300.4,142.9,D
-7.758,17.698,321.5,1.5,1.2,2020-06-01,1245,A,73,6.0NRT,297.6,20,D
-7.897,16.764,331,1.3,1.1,2020-06-01,1245,A,82,6.0NRT,303.8,31.6,D
-7.899,16.753,340.5,1.3,1.1,2020-06-01,1245,A,90,6.0NRT,302.3,51.5,D
-7.836,17.104,314.3,1.3,1.1,2020-06-01,1245,A,42,6.0NRT,299.9,7.3,D
-7.988,16.019,318.1,1.2,1.1,2020-06-01,1245,A,66,6.0NRT,299.3,12.5,D
-8.357,13.483,318.9,1,1,2020-06-01,1245,A,57,6.0NRT,302.1,6.5,D
-8.348,13.482,332.5,1,1,2020-06-01,1245,A,85,6.0NRT,300.7,22,D
-7.859,16.747,328.6,1.3,1.1,2020-06-01,1245,A,79,6.0NRT,306,22.3,D
-7.99,15.872,333.4,1.1,1.1,2020-06-01,1245,A,85,6.0NRT,302.7,30.1,D
-7.992,15.862,317.5,1.1,1.1,2020-06-01,1245,A,36,6.0NRT,303.2,7.8,D
-7.967,15.963,317.5,1.2,1.1,2020-06-01,1245,A,65,6.0NRT,300.6,10.8,D
-8.181,14.509,325.8,1,1,2020-06-01,1245,A,79,6.0NRT,299.8,18.6,D
-7.99,15.747,317.9,1.1,1.1,2020-06-01,1245,A,66,6.0NRT,301,11,D
-8.172,14.508,331.8,1,1,2020-06-01,1245,A,84,6.0NRT,300.7,26.3,D
-7.747,17.202,326.3,1.4,1.2,2020-06-01,1245,A,67,6.0NRT,302.6,22.6,D
-7.829,16.673,320,1.3,1.1,2020-06-01,1245,A,37,6.0NRT,304.6,11.6,D
-7.749,17.208,323.6,1.4,1.2,2020-06-01,1245,A,65,6.0NRT,304.4,18.5,D
-7.828,16.677,317.6,1.3,1.1,2020-06-01,1245,A,34,6.0NRT,303.2,9,D
-7.703,17.444,319.6,1.4,1.2,2020-06-01,1245,A,54,6.0NRT,302.9,10.3,D
-8.087,14.838,318.3,1,1,2020-06-01,1245,A,69,6.0NRT,300.3,10.4,D
-8.089,14.829,325.6,1,1,2020-06-01,1245,A,79,6.0NRT,300.2,18.6,D
-7.673,17.571,345.8,1.5,1.2,2020-06-01,1245,A,88,6.0NRT,300.9,78.6,D
-7.675,17.558,353.6,1.4,1.2,2020-06-01,1245,A,84,6.0NRT,298.3,107.3,D
-7.736,17.156,323.4,1.4,1.2,2020-06-01,1245,A,44,6.0NRT,304.7,16.1,D
-7.663,17.569,318.1,1.5,1.2,2020-06-01,1245,A,54,6.0NRT,297.8,13.8,D
-8.062,14.882,314.1,1,1,2020-06-01,1245,A,54,6.0NRT,299.9,6.6,D
-7.096,21.103,340.5,2.8,1.6,2020-06-01,1245,A,91,6.0NRT,296.4,161.6,D
-7.956,15.481,323.5,1.1,1,2020-06-01,1245,A,69,6.0NRT,300.7,15.2,D
-7.096,20.929,323.3,2.7,1.6,2020-06-01,1245,A,69,6.0NRT,295.7,55.2,D
-7.6,17.762,325,1.5,1.2,2020-06-01,1245,A,74,6.0NRT,301.3,25.9,D
-7.602,17.749,334.7,1.5,1.2,2020-06-01,1245,A,86,6.0NRT,302.7,49,D
-7.616,17.656,332.6,1.5,1.2,2020-06-01,1245,A,84,6.0NRT,299.7,42.9,D
-7.618,17.643,320.6,1.5,1.2,2020-06-01,1245,A,71,6.0NRT,298.9,18.4,D
-7.694,17.15,327.6,1.4,1.2,2020-06-01,1245,A,79,6.0NRT,302.8,18.8,D
-7.696,17.138,321.8,1.4,1.2,2020-06-01,1245,A,58,6.0NRT,302.9,8.7,D
-7.785,16.556,313.9,1.2,1.1,2020-06-01,1245,A,49,6.0NRT,300.6,8,D
-7.105,20.784,325,2.6,1.6,2020-06-01,1245,A,65,6.0NRT,294.7,62.7,D
-7.686,17.136,328.1,1.4,1.2,2020-06-01,1245,A,79,6.0NRT,303.7,19.2,D
-7.607,17.574,318.1,1.5,1.2,2020-06-01,1245,A,66,6.0NRT,299.5,13.9,D
-7.72,16.849,326.4,1.3,1.1,2020-06-01,1245,A,63,6.0NRT,306.9,17.3,D
-7.05,20.946,315.5,2.7,1.6,2020-06-01,1245,A,36,6.0NRT,295.4,23,D
-7.092,20.923,325,2.7,1.6,2020-06-01,1245,A,64,6.0NRT,296.6,58.3,D
-8.153,13.809,314.8,1,1,2020-06-01,1245,A,63,6.0NRT,299.5,6.8,D
-7.101,20.778,326.1,2.6,1.6,2020-06-01,1245,A,76,6.0NRT,294.4,67.3,D
-7.862,15.757,317.8,1.1,1.1,2020-06-01,1245,A,50,6.0NRT,300.6,11.5,D
-8.193,13.401,315.3,1,1,2020-06-01,1245,A,58,6.0NRT,297.5,5.7,D
-7.548,17.653,319.5,1.5,1.2,2020-06-01,1245,A,67,6.0NRT,301.9,14.7,D
-7.011,20.984,320.3,2.7,1.6,2020-06-01,1245,A,75,6.0NRT,296.7,40.9,D
-7.537,17.651,326.2,1.5,1.2,2020-06-01,1245,A,71,6.0NRT,300.4,25.3,D
-7.575,17.406,351.7,1.4,1.2,2020-06-01,1245,A,96,6.0NRT,303.2,87.3,D
-7.577,17.393,327.7,1.4,1.2,2020-06-01,1245,A,79,6.0NRT,304.5,22,D
-7.544,17.532,319,1.4,1.2,2020-06-01,1245,A,52,6.0NRT,300.6,13.2,D
-7.564,17.404,342.9,1.4,1.2,2020-06-01,1245,A,91,6.0NRT,303.8,59.3,D
-7.671,16.706,332.3,1.3,1.1,2020-06-01,1245,A,83,6.0NRT,300,35.5,D
-7.673,16.695,325.7,1.3,1.1,2020-06-01,1245,A,77,6.0NRT,300.4,24.3,D
-7.789,15.924,328.1,1.2,1.1,2020-06-01,1245,A,80,6.0NRT,301,24.9,D
-8.087,13.891,313.7,1,1,2020-06-01,1245,A,56,6.0NRT,300.2,5.1,D
-7.556,17.39,346,1.4,1.2,2020-06-01,1245,A,93,6.0NRT,302.7,71.5,D
-7.798,15.799,317.2,1.1,1.1,2020-06-01,1245,A,63,6.0NRT,300.6,9.8,D
-7.799,15.789,315.9,1.1,1.1,2020-06-01,1245,A,57,6.0NRT,300.4,8.1,D
-7.482,17.69,325,1.5,1.2,2020-06-01,1245,A,76,6.0NRT,303.2,20.9,D
-7.477,17.581,321.5,1.5,1.2,2020-06-01,1245,A,54,6.0NRT,298.1,17.8,D
-6.896,21.212,316.2,2.8,1.6,2020-06-01,1245,A,69,6.0NRT,295.1,33.8,D
-7.421,17.875,334.2,1.5,1.2,2020-06-01,1245,A,85,6.0NRT,299.6,47.2,D
-7.41,17.874,318.7,1.5,1.2,2020-06-01,1245,A,35,6.0NRT,298,12.5,D
-7.907,14.496,313.3,1,1,2020-06-01,1245,A,36,6.0NRT,300.2,4.6,D
-7.351,18.035,322.5,1.6,1.2,2020-06-01,1245,A,73,6.0NRT,297.7,26.6,D
-7.612,16.347,321.5,1.2,1.1,2020-06-01,1245,A,71,6.0NRT,300.5,16.6,D
-7.404,17.624,322,1.5,1.2,2020-06-01,1245,A,68,6.0NRT,299.7,20.5,D
-7.407,17.611,319.3,1.5,1.2,2020-06-01,1245,A,51,6.0NRT,297.6,14.5,D
-7.869,14.504,315.2,1,1,2020-06-01,1245,A,63,6.0NRT,300.3,6.7,D
-7.402,17.618,327.9,1.5,1.2,2020-06-01,1245,A,79,6.0NRT,299.1,32.1,D
-7.514,16.871,328.2,1.3,1.1,2020-06-01,1245,A,80,6.0NRT,303.4,22.3,D
-7.515,16.859,331,1.3,1.1,2020-06-01,1245,A,82,6.0NRT,303.8,27.7,D
-7.605,16.252,317.6,1.2,1.1,2020-06-01,1245,A,64,6.0NRT,300.6,12.4,D
-7.729,15.409,313.4,1.1,1,2020-06-01,1245,A,33,6.0NRT,296.3,7,D
-8.04,13.247,321.3,1,1,2020-06-01,1245,A,74,6.0NRT,302.1,10.8,D
-6.953,20.462,314.1,2.5,1.5,2020-06-01,1245,A,60,6.0NRT,294.5,29.1,D
-7.576,16.381,336.5,1.2,1.1,2020-06-01,1245,A,87,6.0NRT,304.6,35.9,D
-7.578,16.37,342.6,1.2,1.1,2020-06-01,1245,A,91,6.0NRT,306.7,50.9,D
-7.579,16.359,332.7,1.2,1.1,2020-06-01,1245,A,84,6.0NRT,302.2,31.9,D
-7.389,17.562,323.4,1.5,1.2,2020-06-01,1245,A,31,6.0NRT,302.5,18.4,D
-7.57,16.358,330.2,1.2,1.1,2020-06-01,1245,A,82,6.0NRT,299.7,27.8,D
-7.368,17.626,324.6,1.5,1.2,2020-06-01,1245,A,76,6.0NRT,303.6,24.1,D
-7.424,17.254,334.3,1.4,1.2,2020-06-01,1245,A,85,6.0NRT,301.2,35.3,D
-7.426,17.242,348,1.4,1.2,2020-06-01,1245,A,94,6.0NRT,304.3,74,D
-7.441,17.143,317.9,1.4,1.2,2020-06-01,1245,A,50,6.0NRT,302.1,10.2,D
-7.3,17.992,322.7,1.6,1.2,2020-06-01,1245,A,73,6.0NRT,298.2,26.4,D
-7.359,17.611,320.4,1.5,1.2,2020-06-01,1245,A,54,6.0NRT,300,15.5,D
-7.678,15.492,317.5,1.1,1,2020-06-01,1245,A,42,6.0NRT,297.4,8.4,D
-7.289,17.991,323.6,1.6,1.2,2020-06-01,1245,A,74,6.0NRT,297.1,28.1,D
-7.445,16.982,331.9,1.3,1.1,2020-06-01,1245,A,79,6.0NRT,306.4,25.4,D
-7.447,16.97,333,1.3,1.1,2020-06-01,1245,A,82,6.0NRT,306.2,27.2,D
-7.607,15.842,314,1.1,1.1,2020-06-01,1245,A,45,6.0NRT,299.7,6.9,D
-7.28,17.834,315.6,1.5,1.2,2020-06-01,1245,A,54,6.0NRT,298.2,12,D
-7.67,15.29,322.9,1.1,1,2020-06-01,1245,A,75,6.0NRT,301.7,14.4,D
-7.504,16.374,319.7,1.2,1.1,2020-06-01,1245,A,68,6.0NRT,301.4,13.4,D
-7.509,16.342,322.7,1.2,1.1,2020-06-01,1245,A,73,6.0NRT,300.5,17.1,D
-7.765,14.585,314.5,1,1,2020-06-01,1245,A,60,6.0NRT,300.2,7.4,D
-7.448,16.688,322.9,1.3,1.1,2020-06-01,1245,A,64,6.0NRT,300.4,15.7,D
-7.595,15.687,315.9,1.1,1.1,2020-06-01,1245,A,48,6.0NRT,298.8,9.8,D
-7.277,17.757,320.9,1.5,1.2,2020-06-01,1245,A,70,6.0NRT,298.3,20.6,D
-7.311,17.32,327,1.4,1.2,2020-06-01,1245,A,53,6.0NRT,302.9,21.8,D
-7.532,15.855,324.8,1.1,1.1,2020-06-01,1245,A,76,6.0NRT,300.3,18.7,D
-7.602,15.383,325.9,1.1,1,2020-06-01,1245,A,78,6.0NRT,299.3,17.9,D
-7.236,17.736,316.8,1.5,1.2,2020-06-01,1245,A,62,6.0NRT,297.8,15.1,D
-7.554,15.64,327,1.1,1.1,2020-06-01,1245,A,69,6.0NRT,301.1,21.2,D
-7.86,13.545,320,1,1,2020-06-01,1245,A,71,6.0NRT,301.8,8.3,D
-7.301,17.177,362.4,1.4,1.2,2020-06-01,1245,A,100,6.0NRT,301.4,134.3,D
-7.639,14.938,317.5,1.1,1,2020-06-01,1245,A,68,6.0NRT,299.6,10.2,D
-7.64,14.929,335.2,1.1,1,2020-06-01,1245,A,87,6.0NRT,301.4,32.4,D
-7.33,16.921,327.6,1.3,1.1,2020-06-01,1245,A,27,6.0NRT,306.9,15,D
-7.344,16.826,323.5,1.3,1.1,2020-06-01,1245,A,50,6.0NRT,302.4,13.5,D
-7.346,16.814,343.3,1.3,1.1,2020-06-01,1245,A,86,6.0NRT,303.6,56.5,D
-7.478,15.953,329.5,1.2,1.1,2020-06-01,1245,A,72,6.0NRT,301,24.8,D
-7.294,17.184,326.9,1.4,1.2,2020-06-01,1245,A,67,6.0NRT,298,23.4,D
-7.296,17.171,323.7,1.4,1.2,2020-06-01,1245,A,53,6.0NRT,299.3,17.6,D
-7.347,16.821,332.5,1.3,1.1,2020-06-01,1245,A,71,6.0NRT,303,27.4,D
-7.474,15.958,323.6,1.2,1.1,2020-06-01,1245,A,75,6.0NRT,299.1,19.3,D
-7.476,15.947,317.9,1.2,1.1,2020-06-01,1245,A,62,6.0NRT,301.2,11.3,D
-7.658,14.63,336.5,1,1,2020-06-01,1245,A,87,6.0NRT,300.5,32.7,D
-7.707,14.291,317.7,1,1,2020-06-01,1245,A,39,6.0NRT,301.7,7.3,D
-7.698,14.289,319,1,1,2020-06-01,1245,A,53,6.0NRT,301.2,8.3,D
-7.266,17.153,332.4,1.4,1.2,2020-06-01,1245,A,84,6.0NRT,304,32.6,D
-7.268,17.141,331.3,1.4,1.2,2020-06-01,1245,A,81,6.0NRT,299.7,31.3,D
-7.535,15.347,328.4,1.1,1,2020-06-01,1245,A,74,6.0NRT,305.9,19.4,D
-7.791,13.575,317.1,1,1,2020-06-01,1245,A,58,6.0NRT,301,5.3,D
-7.256,17.152,332.4,1.4,1.2,2020-06-01,1245,A,79,6.0NRT,305.1,32.2,D
-7.258,17.14,326.6,1.4,1.2,2020-06-01,1245,A,69,6.0NRT,299.3,22.8,D
-7.35,16.527,337.2,1.3,1.1,2020-06-01,1245,A,87,6.0NRT,300.9,43.4,D
-7.352,16.516,346.7,1.3,1.1,2020-06-01,1245,A,93,6.0NRT,301.7,67.1,D
-7.45,15.858,316.1,1.2,1.1,2020-06-01,1245,A,61,6.0NRT,299.6,9.7,D
-7.52,15.385,320.4,1.1,1,2020-06-01,1245,A,58,6.0NRT,301.6,8.8,D
-7.521,15.375,324.8,1.1,1,2020-06-01,1245,A,77,6.0NRT,303.6,13.6,D
-7.34,16.525,346.7,1.3,1.1,2020-06-01,1245,A,93,6.0NRT,304.6,66.7,D
-7.342,16.514,386.3,1.3,1.1,2020-06-01,1245,A,100,6.0NRT,306.2,242.1,D
-7.451,15.785,321.4,1.1,1.1,2020-06-01,1245,A,70,6.0NRT,302.5,13.7,D
-7.54,15.18,319.1,1.1,1,2020-06-01,1245,A,69,6.0NRT,300.3,11.2,D
-7.32,16.592,327,1.3,1.1,2020-06-01,1245,A,74,6.0NRT,305.9,20,D
-7.47,15.529,312.5,1.1,1.1,2020-06-01,1245,A,35,6.0NRT,299.3,5.2,D
-7.421,15.791,325.6,1.1,1.1,2020-06-01,1245,A,68,6.0NRT,301.8,16.6,D
-7.422,15.78,320.2,1.1,1.1,2020-06-01,1245,A,21,6.0NRT,301.7,9.5,D
-7.511,15.185,319.3,1.1,1,2020-06-01,1245,A,69,6.0NRT,302.5,10,D
-7.404,15.841,320.5,1.2,1.1,2020-06-01,1245,A,70,6.0NRT,299.7,13.7,D
-7.405,15.83,320.2,1.1,1.1,2020-06-01,1245,A,70,6.0NRT,299.8,13.3,D
-7.411,15.789,319.1,1.1,1.1,2020-06-01,1245,A,45,6.0NRT,300.8,9.1,D
-7.413,15.779,319.7,1.1,1.1,2020-06-01,1245,A,58,6.0NRT,301.9,9.7,D
-7.431,15.657,315.7,1.1,1.1,2020-06-01,1245,A,54,6.0NRT,299.1,9.1,D
-7.502,15.184,324,1.1,1,2020-06-01,1245,A,76,6.0NRT,303.4,15.3,D
-7.4,15.833,314.8,1.2,1.1,2020-06-01,1245,A,58,6.0NRT,299.2,7.7,D
-7.425,15.66,315.3,1.1,1.1,2020-06-01,1245,A,59,6.0NRT,299.7,8.3,D
-7.383,15.884,316.9,1.2,1.1,2020-06-01,1245,A,64,6.0NRT,301.2,9,D
-7.384,15.873,329.4,1.2,1.1,2020-06-01,1245,A,81,6.0NRT,301.7,25.8,D
-7.555,14.703,322.1,1,1,2020-06-01,1245,A,73,6.0NRT,298.8,14.7,D
-7.556,14.693,317.4,1,1,2020-06-01,1245,A,65,6.0NRT,298.5,9.9,D
-7.402,15.687,315,1.1,1.1,2020-06-01,1245,A,49,6.0NRT,300.9,7.5,D
-7.403,15.677,325.2,1.1,1.1,2020-06-01,1245,A,77,6.0NRT,301.5,19.3,D
-7.379,15.778,323.8,1.1,1.1,2020-06-01,1245,A,68,6.0NRT,300.9,14.9,D
-7.383,15.747,321,1.1,1.1,2020-06-01,1245,A,50,6.0NRT,303.3,11,D
-7.385,15.737,325.9,1.1,1.1,2020-06-01,1245,A,75,6.0NRT,303.6,18.6,D
-7.401,15.625,323.6,1.1,1.1,2020-06-01,1245,A,75,6.0NRT,300.1,17.1,D
-7.393,15.613,333.4,1.1,1.1,2020-06-01,1245,A,81,6.0NRT,302.2,28.6,D
-7.302,16.164,312.5,1.2,1.1,2020-06-01,1245,A,24,6.0NRT,298.3,5.7,D
-7.385,15.602,336.2,1.1,1.1,2020-06-01,1245,A,87,6.0NRT,303.6,33.2,D
-7.387,15.592,321.8,1.1,1.1,2020-06-01,1245,A,69,6.0NRT,302.5,12.1,D
-7.397,15.522,319.4,1.1,1.1,2020-06-01,1245,A,49,6.0NRT,303.6,9.3,D
-7.703,13.418,318.8,1,1,2020-06-01,1245,A,29,6.0NRT,298.8,5.6,D
-7.292,16.162,314.2,1.2,1.1,2020-06-01,1245,A,51,6.0NRT,298.4,8.2,D
-7.361,15.702,342.3,1.1,1.1,2020-06-01,1245,A,91,6.0NRT,304.8,46.3,D
-7.362,15.692,319.8,1.1,1.1,2020-06-01,1245,A,9,6.0NRT,302.6,10.9,D
-7.37,15.641,329.6,1.1,1.1,2020-06-01,1245,A,81,6.0NRT,299.5,25.7,D
-7.353,15.69,318.9,1.1,1.1,2020-06-01,1245,A,41,6.0NRT,301.9,10,D
-7.693,13.362,320.1,1,1,2020-06-01,1245,A,63,6.0NRT,298.5,7.1,D
-7.694,13.353,351.7,1,1,2020-06-01,1245,A,96,6.0NRT,302.1,55.8,D
-7.695,13.344,320.3,1,1,2020-06-01,1245,A,45,6.0NRT,302,6.6,D
-6.591,20.476,311.7,2.5,1.5,2020-06-01,1245,A,59,6.0NRT,289.1,27.7,D
-7.311,15.905,314,1.2,1.1,2020-06-01,1245,A,44,6.0NRT,298.4,6.9,D
-7.322,15.832,314.8,1.2,1.1,2020-06-01,1245,A,52,6.0NRT,300.4,7,D
-7.349,15.648,313.7,1.1,1.1,2020-06-01,1245,A,45,6.0NRT,298.5,6.5,D
-7.613,13.854,323.7,1,1,2020-06-01,1245,A,76,6.0NRT,302.2,12,D
-7.614,13.845,323.5,1,1,2020-06-01,1245,A,75,6.0NRT,301.9,11.4,D
-7.664,13.495,339.2,1,1,2020-06-01,1245,A,89,6.0NRT,301.1,33.2,D
-7.666,13.486,321.1,1,1,2020-06-01,1245,A,72,6.0NRT,301.8,10.2,D
-7.12,17.086,325.3,1.4,1.2,2020-06-01,1245,A,59,6.0NRT,296.4,24.7,D
-7.356,15.536,330,1.1,1.1,2020-06-01,1245,A,82,6.0NRT,304.5,22.5,D
-7.614,13.781,330,1,1,2020-06-01,1245,A,77,6.0NRT,302.5,17.6,D
-7.123,17.094,326.8,1.4,1.2,2020-06-01,1245,A,40,6.0NRT,294.3,27,D
-7.351,15.54,326.5,1.1,1.1,2020-06-01,1245,A,79,6.0NRT,305.5,20.2,D
-7.605,13.783,320.9,1,1,2020-06-01,1245,A,53,6.0NRT,302.2,8.5,D
-7.299,15.833,323.1,1.2,1.1,2020-06-01,1245,A,75,6.0NRT,298.5,17,D
-7.3,15.823,315.4,1.2,1.1,2020-06-01,1245,A,52,6.0NRT,298.6,7.7,D
-7.326,15.649,317,1.1,1.1,2020-06-01,1245,A,60,6.0NRT,299.4,8.9,D
-7.596,13.782,319,1,1,2020-06-01,1245,A,33,6.0NRT,301,6.7,D
-6.585,20.47,308.6,2.5,1.5,2020-06-01,1245,A,46,6.0NRT,288.4,21.2,D
-7.345,15.387,324.1,1.1,1,2020-06-01,1245,A,76,6.0NRT,303.5,13.6,D
-7.346,15.377,318.9,1.1,1,2020-06-01,1245,A,62,6.0NRT,302.2,7.8,D
-7.355,15.318,317.6,1.1,1,2020-06-01,1245,A,66,6.0NRT,300.9,8.5,D
-7.356,15.308,318.5,1.1,1,2020-06-01,1245,A,68,6.0NRT,300.2,9.9,D
-7.418,14.887,315.9,1.1,1,2020-06-01,1245,A,62,6.0NRT,301.3,6.8,D
-7.587,13.717,327.2,1,1,2020-06-01,1245,A,80,6.0NRT,300.1,17,D
-7.297,15.645,328.9,1.1,1.1,2020-06-01,1245,A,81,6.0NRT,302.2,23.7,D
-7.299,15.635,332.1,1.1,1.1,2020-06-01,1245,A,84,6.0NRT,301,29,D
-7.318,15.504,319.5,1.1,1.1,2020-06-01,1245,A,70,6.0NRT,300.7,11.8,D
-7.319,15.494,326,1.1,1.1,2020-06-01,1245,A,78,6.0NRT,301.5,19.8,D
-7.077,17.049,311.2,1.4,1.2,2020-06-01,1245,A,36,6.0NRT,296.8,6.3,D
-7.248,15.911,318.7,1.2,1.1,2020-06-01,1245,A,66,6.0NRT,301,11.8,D
-7.25,15.9,320.8,1.2,1.1,2020-06-01,1245,A,72,6.0NRT,300.9,13.9,D
-7.103,16.807,327.4,1.3,1.1,2020-06-01,1245,A,79,6.0NRT,300.9,25,D
-7.284,15.602,354.5,1.1,1.1,2020-06-01,1245,A,97,6.0NRT,302.8,78.3,D
-7.286,15.592,320.8,1.1,1.1,2020-06-01,1245,A,72,6.0NRT,300.6,13.8,D
-7.293,15.542,337.1,1.1,1.1,2020-06-01,1245,A,88,6.0NRT,302.1,37.6,D
-7.386,14.911,328.3,1.1,1,2020-06-01,1245,A,81,6.0NRT,301.3,21.4,D
-7.388,14.902,325.7,1.1,1,2020-06-01,1245,A,78,6.0NRT,299.6,17.8,D
-7.454,14.446,315.5,1,1,2020-06-01,1245,A,30,6.0NRT,299.5,6.7,D
-7.27,15.631,318.7,1.1,1.1,2020-06-01,1245,A,68,6.0NRT,301.4,10.8,D
-7.617,13.253,321.7,1,1,2020-06-01,1245,A,73,6.0NRT,298.7,13.2,D
-7.224,15.875,321.4,1.2,1.1,2020-06-01,1245,A,73,6.0NRT,300.8,14.4,D
-7.229,15.844,321,1.2,1.1,2020-06-01,1245,A,72,6.0NRT,300.6,14.2,D
-7.436,14.443,319.4,1,1,2020-06-01,1245,A,69,6.0NRT,298.8,11.2,D
-7.437,14.434,312.6,1,1,2020-06-01,1245,A,36,6.0NRT,298.3,5.2,D
-7.264,15.5,322.2,1.1,1.1,2020-06-01,1245,A,67,6.0NRT,299.4,16.1,D
-7.194,15.779,318.1,1.1,1.1,2020-06-01,1245,A,46,6.0NRT,300.1,8.6,D
-7.389,14.448,328.2,1,1,2020-06-01,1245,A,77,6.0NRT,298.8,18.5,D
-7.39,14.439,327.8,1,1,2020-06-01,1245,A,76,6.0NRT,300.2,17.7,D
-7.072,16.535,334.1,1.3,1.1,2020-06-01,1245,A,86,6.0NRT,299.6,39.9,D
-7.074,16.524,316.8,1.3,1.1,2020-06-01,1245,A,67,6.0NRT,298.6,11.8,D
-7.18,15.809,323.4,1.2,1.1,2020-06-01,1245,A,58,6.0NRT,300.2,15.9,D
-7.189,15.747,315.6,1.1,1.1,2020-06-01,1245,A,31,6.0NRT,300.2,6,D
-7.201,15.665,317,1.1,1.1,2020-06-01,1245,A,66,6.0NRT,299.1,10,D
-7.203,15.655,318,1.1,1.1,2020-06-01,1245,A,68,6.0NRT,299.4,10.7,D
-7.313,14.904,313.2,1.1,1,2020-06-01,1245,A,47,6.0NRT,299.6,4.5,D
-7.381,14.438,318.9,1,1,2020-06-01,1245,A,63,6.0NRT,300.7,9.2,D
-7.304,14.902,315.9,1.1,1,2020-06-01,1245,A,64,6.0NRT,300.3,7.2,D
-7.175,15.714,333,1.1,1.1,2020-06-01,1245,A,85,6.0NRT,301.4,31,D
-7.185,15.642,316.3,1.1,1.1,2020-06-01,1245,A,29,6.0NRT,299.9,8.7,D
